order_date,product,category,region,channel,sales_rep,units,unit_price,discount,revenue
2025-03-14,Cobalt Keyboard,Accessories,West,Partner,M. Silva,1,89.0,0.05,67.64
2025-03-15,Nimbus Tablet Mini,Tablets,East,Retail,M. Silva,4,429.0,0.15,1312.74
2025-03-15,Pulse Headphones,Audio,North,Retail,K. Tanaka,4,249.0,0.05,851.58
2025-03-16,Vertex Monitor 27,Displays,East,Online,M. Silva,1,379.0,0.1,392.26
2025-03-16,Aurora Laptop 16,Laptops,West,Online,L. Dubois,4,1699.0,0.05,7424.63
2025-03-16,Nimbus Tablet 11,Tablets,East,Retail,M. Silva,5,649.0,0,2920.5
2025-03-16,Vertex Monitor 32,Displays,West,Online,K. Tanaka,5,549.0,0.15,2683.24
2025-03-16,Pulse Earbuds,Audio,West,Online,K. Tanaka,3,129.0,0.1,400.54
2025-03-17,Aurora Laptop 14,Laptops,North,Partner,K. Tanaka,1,1299.0,0.15,883.32
2025-03-17,Pulse Earbuds,Audio,South,Online,A. Rahman,7,129.0,0.05,986.53
2025-03-17,Nimbus Tablet 11,Tablets,North,Online,M. Silva,11,649.0,0.15,6978.37
2025-03-17,Pulse Earbuds,Audio,West,Partner,M. Silva,7,129.0,0.05,686.28
2025-03-18,Vertex Monitor 32,Displays,North,Partner,L. Dubois,7,549.0,0,3074.4
2025-03-18,Pulse Earbuds,Audio,West,Retail,A. Rahman,4,129.0,0,464.4
2025-03-18,Nimbus Tablet 11,Tablets,West,Partner,L. Dubois,3,649.0,0.05,1479.72
2025-03-18,Aurora Laptop 16,Laptops,East,Retail,M. Silva,5,1699.0,0.1,6880.95
2025-03-19,Nimbus Tablet Mini,Tablets,North,Online,K. Tanaka,5,429.0,0,2466.75
2025-03-19,Nimbus Tablet 11,Tablets,West,Online,M. Silva,8,649.0,0,5970.8
2025-03-19,Aurora Laptop 16,Laptops,East,Retail,J. Okafor,1,1699.0,0,1529.1
2025-03-19,Pulse Earbuds,Audio,South,Online,K. Tanaka,9,129.0,0,1335.15
2025-03-19,Aurora Laptop 14,Laptops,East,Partner,M. Silva,5,1299.0,0.1,4676.4
2025-03-20,Cobalt Keyboard,Accessories,South,Partner,K. Tanaka,5,89.0,0.05,338.2
2025-03-20,Cobalt Keyboard,Accessories,West,Retail,A. Rahman,5,89.0,0.1,360.45
2025-03-20,Nimbus Tablet 11,Tablets,East,Partner,M. Silva,9,649.0,0.1,4205.52
2025-03-20,Nimbus Tablet 11,Tablets,South,Online,L. Dubois,6,649.0,0.05,4254.19
2025-03-20,Aurora Laptop 14,Laptops,North,Partner,J. Okafor,8,1299.0,0,8313.6
2025-03-21,Cobalt Keyboard,Accessories,East,Online,J. Okafor,7,89.0,0,716.45
2025-03-21,Cobalt Keyboard,Accessories,East,Online,L. Dubois,3,89.0,0,307.05
2025-03-21,Nimbus Tablet 11,Tablets,South,Online,L. Dubois,2,649.0,0.15,1268.79
2025-03-21,Cobalt Mouse,Accessories,East,Partner,A. Rahman,12,59.0,0,566.4
2025-03-22,Pulse Headphones,Audio,South,Partner,L. Dubois,4,249.0,0.05,756.96
2025-03-22,Aurora Laptop 14,Laptops,West,Partner,K. Tanaka,1,1299.0,0,1039.2
2025-03-22,Nimbus Tablet Mini,Tablets,West,Retail,A. Rahman,3,429.0,0.05,1100.38
2025-03-22,Aurora Laptop 14,Laptops,South,Retail,L. Dubois,1,1299.0,0,1169.1
2025-03-22,Nimbus Tablet 11,Tablets,East,Partner,M. Silva,5,649.0,0,2596.0
2025-03-22,Vertex Monitor 27,Displays,South,Retail,K. Tanaka,2,379.0,0,682.2
2025-03-23,Pulse Headphones,Audio,West,Online,A. Rahman,3,249.0,0,859.05
2025-03-23,Aurora Laptop 14,Laptops,East,Retail,M. Silva,5,1299.0,0,5845.5
2025-03-24,Pulse Earbuds,Audio,South,Online,L. Dubois,3,129.0,0.05,422.8
2025-03-24,Vertex Monitor 32,Displays,West,Retail,L. Dubois,4,549.0,0.05,1877.58
2025-03-24,Vertex Monitor 32,Displays,South,Online,M. Silva,5,549.0,0.1,2841.07
2025-03-24,Aurora Laptop 14,Laptops,North,Retail,K. Tanaka,1,1299.0,0.15,993.73
2025-03-24,Pulse Headphones,Audio,North,Online,J. Okafor,7,249.0,0.05,1904.23
2025-03-24,Pulse Headphones,Audio,East,Retail,L. Dubois,4,249.0,0.1,806.76
2025-03-25,Pulse Earbuds,Audio,East,Online,L. Dubois,8,129.0,0.05,1127.46
2025-03-25,Vertex Monitor 32,Displays,East,Partner,K. Tanaka,5,549.0,0,2196.0
2025-03-25,Pulse Earbuds,Audio,East,Partner,J. Okafor,4,129.0,0,412.8
2025-03-26,Cobalt Mouse,Accessories,West,Partner,M. Silva,6,59.0,0.15,240.72
2025-03-26,Vertex Monitor 32,Displays,West,Online,L. Dubois,5,549.0,0.1,2841.07
2025-03-26,Nimbus Tablet 11,Tablets,East,Partner,M. Silva,4,649.0,0.1,1869.12
2025-03-27,Pulse Earbuds,Audio,West,Partner,M. Silva,8,129.0,0.1,743.04
2025-03-27,Vertex Monitor 32,Displays,North,Retail,L. Dubois,6,549.0,0.05,2816.37
2025-03-27,Pulse Headphones,Audio,North,Partner,M. Silva,9,249.0,0.05,1703.16
2025-03-27,Cobalt Mouse,Accessories,South,Partner,L. Dubois,7,59.0,0.1,297.36
2025-03-27,Vertex Monitor 27,Displays,South,Partner,A. Rahman,6,379.0,0,1819.2
2025-03-27,Cobalt Mouse,Accessories,North,Online,K. Tanaka,10,59.0,0,678.5
2025-03-28,Vertex Monitor 27,Displays,West,Partner,A. Rahman,5,379.0,0.15,1288.6
2025-03-28,Nimbus Tablet 11,Tablets,South,Partner,K. Tanaka,3,649.0,0.1,1401.84
2025-03-28,Pulse Earbuds,Audio,South,Retail,M. Silva,8,129.0,0.1,835.92
2025-03-29,Pulse Earbuds,Audio,East,Partner,L. Dubois,1,129.0,0,103.2
2025-03-29,Pulse Headphones,Audio,South,Retail,J. Okafor,4,249.0,0,896.4
2025-03-29,Vertex Monitor 32,Displays,East,Retail,M. Silva,1,549.0,0.15,419.99
2025-03-29,Pulse Headphones,Audio,North,Partner,L. Dubois,10,249.0,0.15,1693.2
2025-03-29,Vertex Monitor 27,Displays,West,Retail,A. Rahman,7,379.0,0,2387.7
2025-03-29,Pulse Headphones,Audio,North,Retail,M. Silva,3,249.0,0.05,638.68
2025-03-30,Nimbus Tablet Mini,Tablets,South,Partner,J. Okafor,3,429.0,0,1029.6
2025-03-30,Aurora Laptop 16,Laptops,South,Online,L. Dubois,5,1699.0,0,9769.25
2025-03-30,Nimbus Tablet Mini,Tablets,South,Online,A. Rahman,4,429.0,0.05,1874.73
2025-03-30,Nimbus Tablet 11,Tablets,North,Partner,K. Tanaka,6,649.0,0,3115.2
2025-03-30,Vertex Monitor 32,Displays,West,Partner,M. Silva,5,549.0,0,2196.0
2025-03-31,Aurora Laptop 16,Laptops,South,Partner,A. Rahman,11,1699.0,0.15,12708.52
2025-03-31,Nimbus Tablet 11,Tablets,West,Online,K. Tanaka,6,649.0,0.05,4254.19
2025-04-01,Pulse Headphones,Audio,North,Online,L. Dubois,7,249.0,0,2004.45
2025-04-01,Cobalt Mouse,Accessories,North,Retail,L. Dubois,5,59.0,0.1,238.95
2025-04-01,Vertex Monitor 32,Displays,South,Partner,M. Silva,12,549.0,0.05,5006.88
2025-04-02,Aurora Laptop 16,Laptops,East,Online,J. Okafor,5,1699.0,0.15,8303.86
2025-04-02,Aurora Laptop 14,Laptops,East,Retail,J. Okafor,1,1299.0,0.1,1052.19
2025-04-02,Nimbus Tablet 11,Tablets,West,Retail,A. Rahman,4,649.0,0.15,1985.94
2025-04-03,Nimbus Tablet 11,Tablets,West,Retail,A. Rahman,5,649.0,0,2920.5
2025-04-03,Pulse Headphones,Audio,West,Online,M. Silva,3,249.0,0,859.05
2025-04-03,Cobalt Mouse,Accessories,North,Retail,M. Silva,8,59.0,0.15,361.08
2025-04-04,Aurora Laptop 14,Laptops,North,Retail,M. Silva,6,1299.0,0.1,6313.14
2025-04-04,Aurora Laptop 16,Laptops,East,Retail,J. Okafor,9,1699.0,0.1,12385.71
2025-04-04,Nimbus Tablet Mini,Tablets,South,Retail,M. Silva,7,429.0,0.1,2432.43
2025-04-05,Cobalt Keyboard,Accessories,West,Partner,J. Okafor,6,89.0,0.15,363.12
2025-04-05,Nimbus Tablet Mini,Tablets,North,Partner,L. Dubois,1,429.0,0,343.2
2025-04-05,Aurora Laptop 16,Laptops,North,Partner,J. Okafor,6,1699.0,0.1,7339.68
2025-04-05,Cobalt Mouse,Accessories,South,Online,J. Okafor,2,59.0,0,135.7
2025-04-05,Cobalt Mouse,Accessories,West,Online,K. Tanaka,6,59.0,0.1,366.39
2025-04-06,Vertex Monitor 32,Displays,South,Partner,K. Tanaka,1,549.0,0.1,395.28
2025-04-06,Pulse Headphones,Audio,North,Retail,A. Rahman,6,249.0,0,1344.6
2025-04-07,Cobalt Mouse,Accessories,North,Online,A. Rahman,2,59.0,0.1,122.13
2025-04-07,Aurora Laptop 16,Laptops,West,Online,K. Tanaka,7,1699.0,0,13676.95
2025-04-07,Nimbus Tablet 11,Tablets,South,Partner,M. Silva,8,649.0,0.05,3945.92
2025-04-08,Vertex Monitor 32,Displays,West,Retail,L. Dubois,5,549.0,0,2470.5
2025-04-08,Nimbus Tablet 11,Tablets,East,Online,J. Okafor,7,649.0,0.1,4702.01
2025-04-08,Nimbus Tablet Mini,Tablets,North,Online,K. Tanaka,11,429.0,0,5426.85
2025-04-08,Cobalt Keyboard,Accessories,West,Partner,M. Silva,4,89.0,0.05,270.56
2025-04-08,Nimbus Tablet 11,Tablets,East,Online,A. Rahman,7,649.0,0.15,4440.78
2025-04-09,Vertex Monitor 27,Displays,North,Online,K. Tanaka,7,379.0,0,3050.95
2025-04-09,Cobalt Mouse,Accessories,North,Online,A. Rahman,9,59.0,0.15,519.05
2025-04-10,Vertex Monitor 32,Displays,South,Partner,J. Okafor,6,549.0,0,2635.2
2025-04-10,Cobalt Keyboard,Accessories,East,Online,L. Dubois,12,89.0,0.15,1043.97
2025-04-10,Pulse Earbuds,Audio,East,Online,L. Dubois,5,129.0,0.15,630.49
2025-04-10,Nimbus Tablet Mini,Tablets,West,Retail,A. Rahman,7,429.0,0,2702.7
2025-04-10,Cobalt Keyboard,Accessories,South,Partner,M. Silva,3,89.0,0,213.6
2025-04-11,Cobalt Keyboard,Accessories,East,Partner,K. Tanaka,2,89.0,0.05,135.28
2025-04-11,Nimbus Tablet 11,Tablets,East,Retail,J. Okafor,7,649.0,0,4088.7
2025-04-11,Pulse Headphones,Audio,South,Retail,L. Dubois,7,249.0,0,1568.7
2025-04-11,Vertex Monitor 27,Displays,West,Partner,J. Okafor,2,379.0,0,606.4
2025-04-11,Pulse Earbuds,Audio,North,Retail,A. Rahman,6,129.0,0,696.6
2025-04-12,Nimbus Tablet Mini,Tablets,North,Retail,A. Rahman,2,429.0,0,772.2
2025-04-12,Nimbus Tablet Mini,Tablets,South,Retail,M. Silva,5,429.0,0,1930.5
2025-04-12,Pulse Headphones,Audio,North,Online,K. Tanaka,11,249.0,0,3149.85
2025-04-12,Nimbus Tablet Mini,Tablets,South,Retail,L. Dubois,1,429.0,0,386.1
2025-04-12,Pulse Earbuds,Audio,East,Retail,M. Silva,1,129.0,0,116.1
2025-04-12,Pulse Earbuds,Audio,West,Retail,K. Tanaka,4,129.0,0,464.4
2025-04-13,Nimbus Tablet Mini,Tablets,East,Retail,J. Okafor,1,429.0,0,386.1
2025-04-13,Aurora Laptop 14,Laptops,East,Partner,L. Dubois,5,1299.0,0.1,4676.4
2025-04-13,Vertex Monitor 27,Displays,East,Online,J. Okafor,4,379.0,0.1,1569.06
2025-04-13,Vertex Monitor 32,Displays,East,Retail,K. Tanaka,5,549.0,0.05,2346.97
2025-04-14,Nimbus Tablet 11,Tablets,East,Online,L. Dubois,8,649.0,0,5970.8
2025-04-14,Aurora Laptop 14,Laptops,North,Online,A. Rahman,11,1299.0,0.15,13967.5
2025-04-14,Aurora Laptop 14,Laptops,West,Online,J. Okafor,6,1299.0,0.15,7618.63
2025-04-14,Aurora Laptop 14,Laptops,South,Partner,M. Silva,3,1299.0,0.05,2961.72
2025-04-14,Aurora Laptop 14,Laptops,West,Partner,K. Tanaka,5,1299.0,0.1,4676.4
2025-04-15,Aurora Laptop 14,Laptops,East,Partner,A. Rahman,6,1299.0,0,6235.2
2025-04-15,Cobalt Keyboard,Accessories,West,Online,J. Okafor,6,89.0,0,614.1
2025-04-16,Cobalt Mouse,Accessories,East,Retail,K. Tanaka,7,59.0,0,371.7
2025-04-16,Aurora Laptop 16,Laptops,East,Retail,J. Okafor,4,1699.0,0.15,5198.94
2025-04-16,Pulse Headphones,Audio,North,Partner,A. Rahman,8,249.0,0.15,1354.56
2025-04-17,Vertex Monitor 27,Displays,West,Retail,J. Okafor,4,379.0,0,1364.4
2025-04-17,Aurora Laptop 16,Laptops,West,Retail,M. Silva,5,1699.0,0.15,6498.68
2025-04-18,Aurora Laptop 16,Laptops,North,Online,K. Tanaka,9,1699.0,0.1,15826.18
2025-04-18,Pulse Headphones,Audio,North,Online,M. Silva,14,249.0,0.15,3407.56
2025-04-18,Cobalt Keyboard,Accessories,North,Online,L. Dubois,10,89.0,0,1023.5
2025-04-18,Nimbus Tablet 11,Tablets,West,Online,J. Okafor,4,649.0,0,2985.4
2025-04-18,Cobalt Mouse,Accessories,South,Partner,M. Silva,6,59.0,0.1,254.88
2025-04-18,Vertex Monitor 27,Displays,South,Partner,A. Rahman,2,379.0,0.15,515.44
2025-04-19,Pulse Earbuds,Audio,North,Online,L. Dubois,1,129.0,0,148.35
2025-04-19,Cobalt Mouse,Accessories,West,Retail,M. Silva,5,59.0,0,265.5
2025-04-19,Vertex Monitor 32,Displays,West,Online,J. Okafor,1,549.0,0.05,599.78
2025-04-19,Cobalt Mouse,Accessories,West,Online,M. Silva,7,59.0,0.1,427.45
2025-04-19,Nimbus Tablet Mini,Tablets,North,Online,J. Okafor,4,429.0,0.15,1677.39
2025-04-19,Vertex Monitor 27,Displays,East,Retail,A. Rahman,6,379.0,0,2046.6
2025-04-20,Pulse Headphones,Audio,West,Retail,J. Okafor,4,249.0,0,896.4
2025-04-20,Vertex Monitor 27,Displays,West,Partner,L. Dubois,3,379.0,0.1,818.64
2025-04-21,Aurora Laptop 16,Laptops,North,Online,M. Silva,6,1699.0,0.1,10550.79
2025-04-21,Vertex Monitor 27,Displays,North,Retail,K. Tanaka,8,379.0,0.05,2592.36
2025-04-21,Aurora Laptop 16,Laptops,South,Partner,J. Okafor,1,1699.0,0,1359.2
2025-04-21,Pulse Headphones,Audio,East,Retail,J. Okafor,5,249.0,0.05,1064.48
2025-04-21,Aurora Laptop 16,Laptops,South,Retail,M. Silva,4,1699.0,0,6116.4
2025-04-22,Nimbus Tablet Mini,Tablets,West,Partner,J. Okafor,8,429.0,0.1,2471.04
2025-04-22,Vertex Monitor 32,Displays,North,Online,L. Dubois,4,549.0,0,2525.4
2025-04-22,Vertex Monitor 27,Displays,East,Retail,K. Tanaka,13,379.0,0,4434.3
2025-04-22,Cobalt Mouse,Accessories,South,Retail,K. Tanaka,2,59.0,0,106.2
2025-04-23,Nimbus Tablet 11,Tablets,West,Retail,K. Tanaka,11,649.0,0,6425.1
2025-04-23,Cobalt Mouse,Accessories,South,Retail,M. Silva,1,59.0,0.05,50.45
2025-04-23,Aurora Laptop 16,Laptops,South,Partner,J. Okafor,8,1699.0,0.1,9786.24
2025-04-23,Cobalt Keyboard,Accessories,North,Partner,M. Silva,1,89.0,0.05,67.64
2025-04-24,Vertex Monitor 27,Displays,West,Online,M. Silva,6,379.0,0.15,2222.83
2025-04-24,Nimbus Tablet Mini,Tablets,East,Partner,A. Rahman,8,429.0,0.05,2608.32
2025-04-25,Cobalt Mouse,Accessories,West,Partner,L. Dubois,8,59.0,0.05,358.72
2025-04-25,Cobalt Keyboard,Accessories,West,Partner,L. Dubois,12,89.0,0.15,726.24
2025-04-25,Cobalt Mouse,Accessories,North,Online,M. Silva,9,59.0,0,610.65
2025-04-25,Nimbus Tablet 11,Tablets,North,Partner,M. Silva,13,649.0,0.05,6412.12
2025-04-25,Vertex Monitor 27,Displays,North,Online,M. Silva,6,379.0,0,2615.1
2025-04-26,Cobalt Keyboard,Accessories,South,Retail,L. Dubois,2,89.0,0.15,136.17
2025-04-26,Cobalt Keyboard,Accessories,South,Retail,K. Tanaka,4,89.0,0,320.4
2025-04-26,Aurora Laptop 16,Laptops,East,Retail,J. Okafor,5,1699.0,0.15,6498.68
2025-04-27,Pulse Headphones,Audio,East,Retail,L. Dubois,3,249.0,0,672.3
2025-04-27,Vertex Monitor 32,Displays,East,Retail,M. Silva,7,549.0,0.05,3285.76
2025-04-27,Aurora Laptop 16,Laptops,East,Online,A. Rahman,6,1699.0,0.15,9964.63
2025-04-27,Aurora Laptop 14,Laptops,East,Partner,J. Okafor,7,1299.0,0.15,6183.24
2025-04-28,Nimbus Tablet 11,Tablets,South,Retail,K. Tanaka,8,649.0,0.1,4205.52
2025-04-28,Vertex Monitor 32,Displays,South,Retail,K. Tanaka,3,549.0,0.15,1259.96
2025-04-28,Vertex Monitor 27,Displays,North,Partner,J. Okafor,5,379.0,0.1,1364.4
2025-04-28,Vertex Monitor 32,Displays,West,Retail,A. Rahman,7,549.0,0,3458.7
2025-04-28,Cobalt Mouse,Accessories,North,Partner,M. Silva,7,59.0,0,330.4
2025-04-28,Pulse Earbuds,Audio,South,Retail,L. Dubois,7,129.0,0.05,772.06
2025-04-29,Cobalt Mouse,Accessories,West,Partner,L. Dubois,8,59.0,0.05,358.72
2025-04-29,Aurora Laptop 16,Laptops,East,Retail,M. Silva,8,1699.0,0.15,10397.88
2025-04-29,Cobalt Mouse,Accessories,North,Partner,M. Silva,3,59.0,0,141.6
2025-04-29,Aurora Laptop 16,Laptops,South,Retail,L. Dubois,6,1699.0,0,9174.6
2025-04-30,Vertex Monitor 27,Displays,South,Partner,K. Tanaka,6,379.0,0.05,1728.24
2025-04-30,Nimbus Tablet 11,Tablets,West,Partner,L. Dubois,1,649.0,0,519.2
2025-04-30,Nimbus Tablet 11,Tablets,West,Retail,J. Okafor,4,649.0,0,2336.4
2025-04-30,Pulse Earbuds,Audio,West,Partner,K. Tanaka,8,129.0,0,825.6
2025-04-30,Nimbus Tablet 11,Tablets,South,Retail,L. Dubois,5,649.0,0.1,2628.45
2025-05-01,Vertex Monitor 27,Displays,West,Retail,A. Rahman,4,379.0,0,1364.4
2025-05-01,Cobalt Mouse,Accessories,North,Online,A. Rahman,3,59.0,0,203.55
2025-05-01,Pulse Headphones,Audio,South,Partner,K. Tanaka,4,249.0,0.1,717.12
2025-05-01,Cobalt Keyboard,Accessories,North,Partner,M. Silva,13,89.0,0,925.6
2025-05-01,Cobalt Keyboard,Accessories,East,Partner,K. Tanaka,6,89.0,0.15,363.12
2025-05-02,Nimbus Tablet Mini,Tablets,West,Online,J. Okafor,4,429.0,0.15,1677.39
2025-05-02,Pulse Headphones,Audio,North,Retail,K. Tanaka,6,249.0,0,1344.6
2025-05-02,Aurora Laptop 16,Laptops,South,Online,L. Dubois,10,1699.0,0.15,16607.72
2025-05-02,Pulse Earbuds,Audio,West,Online,A. Rahman,1,129.0,0,148.35
2025-05-02,Cobalt Mouse,Accessories,East,Partner,L. Dubois,2,59.0,0,94.4
2025-05-02,Cobalt Keyboard,Accessories,South,Retail,M. Silva,7,89.0,0.1,504.63
2025-05-03,Aurora Laptop 16,Laptops,South,Retail,M. Silva,3,1699.0,0,4587.3
2025-05-03,Nimbus Tablet 11,Tablets,South,Online,K. Tanaka,4,649.0,0,2985.4
2025-05-03,Vertex Monitor 32,Displays,South,Partner,M. Silva,4,549.0,0.15,1493.28
2025-05-03,Vertex Monitor 27,Displays,West,Retail,K. Tanaka,7,379.0,0,2387.7
2025-05-03,Cobalt Keyboard,Accessories,East,Partner,K. Tanaka,6,89.0,0,427.2
2025-05-03,Vertex Monitor 32,Displays,East,Partner,A. Rahman,8,549.0,0.15,2986.56
2025-05-04,Pulse Earbuds,Audio,North,Partner,J. Okafor,5,129.0,0.05,490.2
2025-05-04,Vertex Monitor 27,Displays,South,Retail,L. Dubois,3,379.0,0,1023.3
2025-05-04,Cobalt Mouse,Accessories,South,Partner,M. Silva,6,59.0,0.05,269.04
2025-05-04,Aurora Laptop 14,Laptops,North,Online,A. Rahman,1,1299.0,0,1493.85
2025-05-04,Nimbus Tablet 11,Tablets,West,Retail,K. Tanaka,1,649.0,0,584.1
2025-05-05,Nimbus Tablet 11,Tablets,East,Online,M. Silva,10,649.0,0,7463.5
2025-05-05,Pulse Headphones,Audio,North,Retail,J. Okafor,2,249.0,0.15,380.97
2025-05-05,Aurora Laptop 14,Laptops,West,Partner,K. Tanaka,4,1299.0,0,4156.8
2025-05-06,Aurora Laptop 16,Laptops,North,Online,A. Rahman,12,1699.0,0.05,22273.89
2025-05-06,Nimbus Tablet 11,Tablets,South,Partner,M. Silva,4,649.0,0.15,1765.28
2025-05-07,Vertex Monitor 27,Displays,South,Retail,J. Okafor,4,379.0,0,1364.4
2025-05-07,Vertex Monitor 27,Displays,North,Partner,M. Silva,8,379.0,0,2425.6
2025-05-08,Vertex Monitor 27,Displays,South,Partner,J. Okafor,3,379.0,0.15,773.16
2025-05-08,Aurora Laptop 16,Laptops,North,Partner,J. Okafor,5,1699.0,0.15,5776.6
2025-05-08,Nimbus Tablet 11,Tablets,West,Partner,K. Tanaka,3,649.0,0.15,1323.96
2025-05-09,Aurora Laptop 16,Laptops,North,Online,M. Silva,7,1699.0,0.05,12993.1
2025-05-09,Vertex Monitor 27,Displays,East,Online,M. Silva,2,379.0,0,871.7
2025-05-09,Aurora Laptop 16,Laptops,South,Partner,A. Rahman,1,1699.0,0,1359.2
2025-05-10,Nimbus Tablet Mini,Tablets,South,Partner,M. Silva,1,429.0,0.05,326.04
2025-05-10,Aurora Laptop 14,Laptops,South,Retail,L. Dubois,2,1299.0,0.15,1987.47
2025-05-10,Aurora Laptop 16,Laptops,North,Retail,J. Okafor,6,1699.0,0,9174.6
2025-05-10,Vertex Monitor 27,Displays,West,Retail,A. Rahman,2,379.0,0.05,648.09
2025-05-11,Cobalt Mouse,Accessories,North,Online,J. Okafor,4,59.0,0,271.4
2025-05-11,Aurora Laptop 14,Laptops,North,Retail,K. Tanaka,1,1299.0,0.1,1052.19
2025-05-12,Vertex Monitor 27,Displays,North,Partner,L. Dubois,7,379.0,0.1,1910.16
2025-05-12,Cobalt Mouse,Accessories,South,Retail,J. Okafor,5,59.0,0,265.5
2025-05-12,Cobalt Keyboard,Accessories,East,Retail,A. Rahman,6,89.0,0.1,432.54
2025-05-12,Pulse Headphones,Audio,West,Partner,A. Rahman,7,249.0,0,1394.4
2025-05-12,Vertex Monitor 27,Displays,North,Retail,L. Dubois,6,379.0,0.1,1841.94
2025-05-13,Pulse Headphones,Audio,South,Online,J. Okafor,6,249.0,0,1718.1
2025-05-13,Vertex Monitor 32,Displays,East,Partner,M. Silva,6,549.0,0.1,2371.68
2025-05-14,Pulse Earbuds,Audio,South,Partner,A. Rahman,5,129.0,0,516.0
2025-05-14,Pulse Earbuds,Audio,West,Retail,A. Rahman,3,129.0,0.1,313.47
2025-05-14,Pulse Headphones,Audio,North,Retail,L. Dubois,4,249.0,0.05,851.58
2025-05-15,Pulse Earbuds,Audio,South,Retail,L. Dubois,5,129.0,0,580.5
2025-05-15,Aurora Laptop 16,Laptops,South,Partner,J. Okafor,4,1699.0,0,5436.8
2025-05-15,Aurora Laptop 14,Laptops,West,Retail,J. Okafor,5,1299.0,0.05,5553.23
2025-05-16,Aurora Laptop 14,Laptops,West,Online,M. Silva,4,1299.0,0.15,5079.09
2025-05-16,Pulse Headphones,Audio,North,Partner,A. Rahman,11,249.0,0,2191.2
2025-05-16,Cobalt Keyboard,Accessories,North,Online,K. Tanaka,8,89.0,0,818.8
2025-05-17,Vertex Monitor 32,Displays,East,Retail,A. Rahman,7,549.0,0,3458.7
2025-05-17,Cobalt Keyboard,Accessories,West,Online,L. Dubois,2,89.0,0,204.7
2025-05-18,Vertex Monitor 32,Displays,East,Partner,J. Okafor,5,549.0,0.05,2086.2
2025-05-18,Cobalt Keyboard,Accessories,South,Online,L. Dubois,5,89.0,0,511.75
2025-05-18,Pulse Earbuds,Audio,North,Retail,K. Tanaka,5,129.0,0,580.5
2025-05-19,Aurora Laptop 16,Laptops,South,Partner,J. Okafor,7,1699.0,0,9514.4
2025-05-19,Pulse Headphones,Audio,North,Online,L. Dubois,7,249.0,0,2004.45
2025-05-19,Vertex Monitor 27,Displays,East,Retail,L. Dubois,7,379.0,0,2387.7
2025-05-19,Nimbus Tablet 11,Tablets,West,Online,L. Dubois,5,649.0,0.1,3358.57
2025-05-20,Vertex Monitor 27,Displays,South,Online,M. Silva,3,379.0,0.05,1242.17
2025-05-20,Pulse Earbuds,Audio,West,Retail,A. Rahman,11,129.0,0,1277.1
2025-05-21,Nimbus Tablet 11,Tablets,North,Online,K. Tanaka,10,649.0,0,7463.5
2025-05-21,Aurora Laptop 16,Laptops,East,Online,M. Silva,8,1699.0,0.05,14849.26
2025-05-21,Vertex Monitor 32,Displays,East,Online,L. Dubois,11,549.0,0,6944.85
2025-05-22,Nimbus Tablet Mini,Tablets,East,Online,J. Okafor,9,429.0,0,4440.15
2025-05-22,Pulse Earbuds,Audio,West,Partner,A. Rahman,7,129.0,0,722.4
2025-05-23,Vertex Monitor 32,Displays,South,Online,A. Rahman,5,549.0,0.05,2998.91
2025-05-23,Nimbus Tablet 11,Tablets,North,Online,J. Okafor,13,649.0,0,9702.55
2025-05-23,Nimbus Tablet Mini,Tablets,West,Retail,A. Rahman,7,429.0,0.15,2297.29
2025-05-23,Cobalt Mouse,Accessories,East,Online,K. Tanaka,7,59.0,0.15,403.71
2025-05-23,Nimbus Tablet 11,Tablets,North,Retail,A. Rahman,7,649.0,0,4088.7
2025-05-24,Aurora Laptop 14,Laptops,South,Partner,A. Rahman,1,1299.0,0.05,987.24
2025-05-24,Vertex Monitor 27,Displays,West,Online,J. Okafor,5,379.0,0,2179.25
2025-05-24,Nimbus Tablet 11,Tablets,East,Retail,L. Dubois,3,649.0,0.1,1577.07
2025-05-24,Cobalt Mouse,Accessories,South,Partner,K. Tanaka,3,59.0,0,141.6
2025-05-24,Vertex Monitor 27,Displays,West,Online,J. Okafor,5,379.0,0.05,2070.29
2025-05-25,Nimbus Tablet Mini,Tablets,North,Retail,M. Silva,6,429.0,0.15,1969.11
2025-05-25,Vertex Monitor 32,Displays,West,Retail,M. Silva,6,549.0,0.05,2816.37
2025-05-25,Nimbus Tablet 11,Tablets,North,Retail,J. Okafor,3,649.0,0.1,1577.07
2025-05-25,Aurora Laptop 14,Laptops,East,Online,L. Dubois,5,1299.0,0,7469.25
2025-05-25,Nimbus Tablet Mini,Tablets,South,Online,J. Okafor,1,429.0,0,493.35
2025-05-25,Pulse Headphones,Audio,North,Online,M. Silva,1,249.0,0.05,272.03
2025-05-26,Nimbus Tablet 11,Tablets,South,Partner,M. Silva,1,649.0,0,519.2
2025-05-26,Cobalt Mouse,Accessories,North,Partner,J. Okafor,4,59.0,0.1,169.92
2025-05-26,Cobalt Mouse,Accessories,South,Retail,M. Silva,1,59.0,0.1,47.79
2025-05-27,Vertex Monitor 32,Displays,North,Online,L. Dubois,12,549.0,0,7576.2
2025-05-27,Vertex Monitor 32,Displays,North,Retail,J. Okafor,9,549.0,0.1,4002.21
2025-05-27,Nimbus Tablet 11,Tablets,East,Partner,A. Rahman,8,649.0,0,4153.6
2025-05-28,Nimbus Tablet 11,Tablets,South,Online,M. Silva,9,649.0,0.1,6045.44
